Source_Language,Word,First_Use_Year,MW_Included,Category,Max_Frequency,Mean_Frequency,Non_Zero_Years,Is_Multi_Source,Source_Count
日语,shabu-shabu,1967,1,火锅,,,,0,1
汉语,general tso's,,0,菜品,,,,0,1
汉语,sweet sesame balls,,0,甜品,,,,0,1
汉语,pu-erh,,0,茶,,,,0,1
法语,hors d'oeuvre,1714,1,开胃菜,,,,0,1
德语,rinderbraten,,0,菜品,,,,0,1
土耳其语,yuzushu,,0,饮品,,,,0,1
土耳其语,est! est!! est!!!,,0,饮品,,,,0,1
土耳其语,aperol spritz,,0,饮品,,,,0,1
韩语,jjamppong,,0,面食,,,,0,1
韩语,chogochujang,,0,调味品,,,,0,1
韩语,bokbunja,,0,饮品,,,,0,1
韩语,misugaru,,0,饮品,,,,0,1
韩语,oksusu cha,,0,饮品,,,,0,1
韩语,hyeonmi cha,,0,饮品,,,,0,1
韩语,hwangcha,,0,饮品,,,,0,1
韩语,cheongtaek,,0,饮品,,,,0,1
韩语,baekcha,,0,饮品,,,,0,1
韩语,yakcha,,0,饮品,,,,0,1
韩语,tteokcha,,0,饮品,,,,0,1
韩语,byeongcha,,0,饮品,,,,0,1
韩语,garucha,,0,饮品,,,,0,1
韩语,ipcha,,0,饮品,,,,0,1
韩语,deokcha,,0,饮品,,,,0,1
韩语,jeongcha,,0,饮品,,,,0,1
德语,bratkartoffeln,,0,菜品,1.0024292903690731e-10,8.899792823026459e-12,51.0,0,1
韩语,dotorimuk,,0,食材,2.384863875826149e-10,1.1684337597586783e-11,23.0,0,1
韩语,tangsuyuk,,0,菜品,2.614158423460847e-10,1.3913784419234608e-11,24.0,0,1
韩语,sujeonggwa,,0,饮品,2.6570445546151127e-10,1.3931349553727803e-11,23.0,0,1
纳瓦特尔语,xtabentún,,0,饮品,3.149648875044875e-10,1.5051128382123862e-11,41.0,0,1
韩语,haemul pajeon,,0,菜品,3.5784896375488726e-10,1.8185501739688968e-11,30.0,0,1
韩语,boricha,,0,饮品,3.2100190561212827e-10,1.8731136742848156e-11,43.0,0,1
印地语/乌尔都语,gol gappa,,0,小吃,3.76166665277162e-10,2.0850387232170397e-11,46.0,0,1
韩语,maesil,,0,饮品,3.6523313242823157e-10,2.1236435811732956e-11,44.0,0,1
土耳其语,campari soda,,0,饮品,1.6915527807835418e-10,2.132051449528337e-11,68.0,0,1
纳瓦特尔语,chibé,,0,饮品,1.6544744740887296e-10,2.157134321916393e-11,95.0,0,1
韩语,hongeo,,0,发酵鱼,5.965869430413218e-10,2.2335950587267825e-11,23.0,0,1
德语,rotkohl,,0,小菜,1.7973844238358287e-10,2.268477062734873e-11,78.0,0,1
韩语,sannakji,,0,生食,5.553094730080333e-10,2.455581921932509e-11,18.0,0,1
韩语,budae jjigae,,0,汤,7.33355964843696e-10,2.4627483138348295e-11,22.0,0,1
德语,kaiserschmarrn,,0,甜品,3.3859320902607237e-10,2.4887873844358883e-11,69.0,0,1
印地语/乌尔都语,mukhwas,,0,咀嚼品,4.839170473066747e-10,2.626588364661757e-11,35.0,0,1
韩语,doenjang jjigae,,0,汤,6.301515876565895e-10,2.7043412090758147e-11,23.0,0,1
韩语,kimchi jjigae,,0,汤,7.281310998585865e-10,3.1194921420660944e-11,24.0,0,1
德语,spritz cookie,,0,甜品,3.5841519137523395e-10,3.1446705795854976e-11,82.0,0,1
韩语,yukhoe,,0,生食,7.271699869233165e-10,3.1700349616246356e-11,45.0,0,1
纳瓦特尔语,tascalate,,0,饮品,2.585473591173607e-10,3.1857589294486946e-11,76.0,0,1
韩语,hongcha,,0,饮品,5.081719570606177e-10,3.347696512156861e-11,62.0,0,1
德语,schweinebraten,,0,菜品,2.9463872016791525e-10,3.430506019256636e-11,59.0,0,1
韩语,sikhye,,0,饮品,4.850973967756341e-10,3.7810422460690437e-11,76.0,0,1
韩语,miyeok,,0,食材,9.443635318184818e-10,3.958439996966794e-11,42.0,0,1
土耳其语,aperol,,0,饮品,5.890923998608243e-10,4.071004102532058e-11,65.0,0,1
韩语,kalguksu,,0,面食,8.428005535529185e-10,4.448731346781404e-11,38.0,0,1
汉语,ma po tofu,,0,菜品,9.345991520375611e-10,4.7247440319057095e-11,46.0,0,1
韩语,jajangmyeon,,0,面食,7.723586452940928e-10,4.90825318804262e-11,23.0,0,1
韩语,kabosu,,0,水果,4.5284105830236035e-10,5.334124383754195e-11,67.0,0,1
土耳其语,sgroppino,,0,饮品,9.794787536598902e-10,5.3584765315304055e-11,38.0,0,1
韩语,samgyeopsal,,0,肉类,9.415496874228983e-10,5.580513740754757e-11,23.0,0,1
韩语,sundubu,,0,汤,1.1161129718852335e-09,5.6397473447499395e-11,39.0,0,1
德语,kipferl,,0,烘焙,6.395113208831506e-10,6.380795929201099e-11,86.0,0,1
韩语,ssamjang,,0,调味品,1.5825038501837694e-09,6.409170797688755e-11,29.0,0,1
韩语,acorn jelly,,0,食材,5.508707934254176e-10,6.842829497776635e-11,101.0,0,1
印地语/乌尔都语,chiwda,,0,小吃,4.761482944037887e-10,6.861830645094798e-11,83.0,0,1
韩语,tteokbokki,,0,小吃,1.7169038690756364e-09,6.94251409622859e-11,22.0,0,1
德语,marzen,,0,饮品,8.156463242909545e-10,7.021375713556562e-11,85.0,0,1
韩语,nokcha,,0,饮品,1.027283298109844e-09,7.349965826177255e-11,67.0,0,1
阿拉伯语,mujaddara,,0,菜品,1.031897583254298e-09,8.049142014435477e-11,72.0,0,1
汉语,dan dan noodles,,0,面食,1.36723391338681e-09,8.430475485215079e-11,48.0,0,1
德语,oktoberfest,,0,节庆,1.0799877738141915e-09,8.46587456629345e-11,60.0,0,1
韩语,omija,,0,饮品,8.126500861127538e-10,8.479273413851981e-11,80.0,0,1
韩语,nanami,,0,调味品,1.4758322434508622e-09,8.580362947854986e-11,119.0,0,1
韩语,samgyetang,,0,汤,1.4173386194852152e-09,8.761817444220549e-11,38.0,0,1
韩语,ramyeon,,0,面食,2.602737432984744e-09,9.944225716327423e-11,41.0,0,1
印地语/乌尔都语,ras malai,,0,甜品,1.0604461198049362e-09,1.0209108445756712e-10,61.0,0,1
韩语,yuzu kosho,,0,调味品,3.673362392042634e-09,1.0786139158629931e-10,23.0,0,1
土耳其语,mijiu,,0,饮品,2.776048085850746e-09,1.07869065921323e-10,77.0,0,1
阿拉伯语,zhoug,,0,调味品,2.514297325895143e-09,1.0855613344365343e-10,40.0,0,1
汉语,peking duck,1955,1,菜品,6.700742738452448e-10,1.0908718635918038e-10,80.0,0,1
纳瓦特尔语,tejuino,,0,饮品,1.1194073411269212e-09,1.0914891418566852e-10,92.0,0,1
韩语,la yu,,0,调味品,1.9954297262155964e-09,1.1875956477894745e-10,110.0,0,1
汉语,longjing,,0,茶,2.2628449986810448e-09,1.2774489417613902e-10,79.0,0,1
阿拉伯语,knafeh,,0,甜品,2.1937840591742688e-09,1.3011885408697516e-10,62.0,0,1
日语,tamagoyaki,,0,蛋类,2.9461842965261553e-09,1.31965786183929e-10,82.0,0,1
土耳其语,huangjiu,,0,饮品,2.415669837774192e-09,1.3344624225789463e-10,56.0,0,1
日语,chawanmushi,,0,蒸蛋,1.8254183442589773e-09,1.4303248660903788e-10,105.0,0,1
韩语,ichimi,,0,调味品,9.633815649985014e-10,1.503764968881335e-10,115.0,0,1
土耳其语,umeshu,,0,饮品,3.5951637777920102e-09,1.5275088540895898e-10,48.0,0,1
韩语,kimbap,,0,主食,1.89663029726006e-09,1.5418940645882601e-10,48.0,0,1
土耳其语,verdicchio,,0,饮品,1.8540469477151027e-09,1.6187117914711931e-10,72.0,0,1
印地语/乌尔都语,uttapam,,0,主食,2.6000054648938384e-09,1.6236160181837919e-10,36.0,0,1
韩语,tteok,,0,主食,2.024034043543058e-09,1.7127259558126762e-10,134.0,0,1
印地语/乌尔都语,pani puri,,0,小吃,3.4853917529886758e-09,1.7432729251305936e-10,56.0,0,1
韩语,jeotgal,,0,发酵海鲜,4.481553540967655e-09,1.7655161882452406e-10,28.0,0,1
土耳其语,valpolicella,1903,1,饮品,1.1703710778299126e-09,1.8098426462937462e-10,90.0,0,1
日语,aburaage,,0,油炸豆腐,2.6936426264104594e-09,1.9071750020184457e-10,91.0,0,1
德语,radler,,0,饮品,2.321776553753414e-09,1.9121169158673095e-10,177.0,0,1
韩语,naengmyeon,,0,冷面,4.136312625746541e-09,2.0346465498559943e-10,24.0,0,1
土耳其语,bombardino,,0,饮品,8.927695765199266e-10,2.1250107515363647e-10,153.0,0,1
纳瓦特尔语,tereré,,0,饮品,2.6764750257360757e-09,2.134344825847141e-10,151.0,0,1
德语,sachertorte,1906,1,甜品,2.175504332235789e-09,2.38688003136274e-10,91.0,0,1
印地语/乌尔都语,paan masala,,0,咀嚼品,3.453218512726254e-09,2.4873249734883837e-10,50.0,0,1
印地语/乌尔都语,pachadi,,0,调味品,1.832200327963765e-09,2.5238365991186166e-10,115.0,0,1
法语,rillette,,0,肉酱,2.1650031767350693e-09,2.676045744940661e-10,147.0,0,1
韩语,sudachi,,0,水果,2.155921314488702e-09,2.8446116624690186e-10,96.0,0,1
印地语/乌尔都语,kootu,,0,菜品,1.4545349131494282e-09,2.8486669652688745e-10,139.0,0,1
韩语,yuja,,0,饮品,1.4865215336445912e-09,2.90136550265855e-10,197.0,0,1
土耳其语,cinzano,,0,饮品,3.2531449518329633e-09,2.915286314405955e-10,106.0,0,1
印地语/乌尔都语,thandai,,0,饮品,2.3716450846850933e-09,2.998451547657477e-10,114.0,0,1
土耳其语,montepulciano,,0,饮品,3.21021819444616e-09,3.0036144447131755e-10,162.0,0,1
印地语/乌尔都语,jalfrezi,,0,菜品,4.9778375707124465e-09,3.0940746657503326e-10,46.0,0,1
纳瓦特尔语,cauim,,0,饮品,1.4503315770575396e-09,3.1100554803893305e-10,176.0,0,1
印地语/乌尔都语,thoran,,0,菜品,1.6958001947120491e-09,3.115274643335906e-10,207.0,0,1
土耳其语,lambrusco,1868,1,饮品,1.848308181110322e-09,3.1899465752153075e-10,138.0,0,1
土耳其语,shaoxing,,1,饮品,3.584083545821974e-09,3.1996335321337617e-10,49.0,0,1
德语,rouladen,,0,菜品,1.7171252039308423e-09,3.2143533756575925e-10,117.0,0,1
印地语/乌尔都语,murukku,,0,小吃,1.6198597384077726e-09,3.2271141826219567e-10,146.0,0,1
德语,doppelbock,,0,饮品,4.788886208219521e-09,3.2343367362928746e-10,50.0,0,1
土耳其语,frascati,,1,饮品,1.4864613627287223e-09,3.3330289099594637e-10,192.0,0,1
韩语,makgeolli,,0,饮品,7.297811212479491e-09,3.4775555783852207e-10,31.0,0,1
土耳其语,brunello,,0,饮品,2.774811190344094e-09,3.4903832030494166e-10,169.0,0,1
韩语,banchan,,0,小菜,6.660154586565373e-09,3.5811171012058705e-10,55.0,0,1
德语,spargel,,0,蔬菜,2.840061455852297e-09,3.5880892442978526e-10,183.0,0,1
印地语/乌尔都语,bhuna,,0,烹饪法,3.324364593128491e-09,3.5960495746894277e-10,131.0,0,1
日语,takoyaki,,0,小吃,7.325798317176739e-09,3.632448187526482e-10,63.0,0,1
韩语,malcha,,0,饮品,2.6874577404737263e-09,3.7069817852828525e-10,208.0,0,1
印地语/乌尔都语,falooda,,0,饮品,3.184495112051877e-09,3.807729586062554e-10,121.0,0,1
土耳其语,negroni,1947,1,饮品,6.5844718566410165e-09,3.9143016091227935e-10,84.0,0,1
印地语/乌尔都语,chikki,,0,甜品,2.2920144115978758e-09,3.9355663430962114e-10,145.0,0,1
纳瓦特尔语,champurrado,,0,饮品,2.2055777839012437e-09,3.953376209491797e-10,149.0,0,1
韩语,gochugaru,,0,调味品,1.4822288818550078e-08,4.3703372099841244e-10,17.0,0,1
德语,hefeweizen,1982,1,饮品,8.020293952780224e-09,4.4390914879454644e-10,38.0,0,1
土耳其语,barolo,1845,1,饮品,4.662928789121525e-09,4.624677667520041e-10,146.0,0,1
德语,apfelstrudel,,0,甜品,2.754044452808151e-09,4.675456569333502e-10,116.0,0,1
日语,yakisoba,,0,炒面,6.5247875356634824e-09,4.71375457692298e-10,63.0,0,1
汉语,moo shu pork,,0,菜品,3.9360823489431596e-09,5.086063274064279e-10,77.0,0,1
阿拉伯语,qahwa,,0,饮品,3.668370305933065e-09,5.126595726539452e-10,131.0,0,1
阿拉伯语,baharat,,0,调味品,1.0123618388035991e-08,5.131386390191579e-10,70.0,0,1
印地语/乌尔都语,khaini,,0,咀嚼品,3.701030117296357e-09,5.385462353514373e-10,134.0,0,1
德语,linzer,1906,1,甜品,4.251521388910971e-09,5.608124714471279e-10,185.0,0,1
韩语,wicha,,0,饮品,3.1496808613632312e-09,5.856941096570964e-10,195.0,0,1
印地语/乌尔都语,gulab jamun,,0,甜品,7.043037518274429e-09,5.931165825125934e-10,77.0,0,1
印地语/乌尔都语,ladoo,,0,甜品,4.520829107893373e-09,5.944850146792065e-10,190.0,0,1
意大利语,rucola,,0,蔬菜,6.257722895419704e-09,6.090121909427466e-10,119.0,0,1
土耳其语,amarone,1956,1,饮品,6.415976297865658e-09,6.14304440908654e-10,152.0,0,1
纳瓦特尔语,balché,,0,饮品,5.5028054553517086e-09,6.229703155688535e-10,144.0,0,1
印地语/乌尔都语,rogan josh,,0,菜品,7.815142882045783e-09,6.268086789376805e-10,69.0,0,1
韩语,galbi,,0,肉类,8.957091386057364e-09,6.314432588607944e-10,155.0,0,1
日语,shichimi,,0,调味品,1.00655905198112e-08,6.419627229179016e-10,67.0,1,2
汉语,cashew chicken,,0,菜品,5.937581854758329e-09,6.56279669598322e-10,61.0,0,1
汉语,char siu,,0,肉类,8.238109052070643e-09,6.596142783279646e-10,78.0,0,1
韩语,doenjang,,0,调味品,1.2937164609435772e-08,6.859803014074974e-10,58.0,0,1
土耳其语,doner kebab,,0,肉类,6.729010555111311e-09,6.919915891474345e-10,77.0,0,1
印地语/乌尔都语,gutka,,0,咀嚼品,6.250635564697404e-09,7.007384301573378e-10,147.0,0,1
土耳其语,campari,,1,饮品,3.109130429303418e-09,7.044206920091543e-10,179.0,0,1
阿拉伯语,lokum,,0,甜品,6.875588289188629e-09,7.40439395926161e-10,196.0,1,2
德语,hasenpfeffer,1892,1,菜品,2.4035893434312274e-09,7.484886119339053e-10,147.0,0,1
印地语/乌尔都语,chaas,,0,饮品,4.130059246979353e-09,7.551970740170452e-10,221.0,0,1
德语,bundt cake,,0,甜品,6.766822340560046e-09,7.715549263195044e-10,70.0,0,1
阿拉伯语,ras el hanout,1876,1,调味品,1.6522315959832667e-08,7.864020802513253e-10,57.0,0,1
日语,donburi,,0,主食,6.081859206728625e-09,8.232170845118937e-10,107.0,0,1
纳瓦特尔语,huitlacoche,1926,1,食材,7.040044039793461e-09,8.351254541986416e-10,99.0,0,1
日语,okonomiyaki,,0,主食,1.3144687243433445e-08,8.518089585137889e-10,65.0,0,1
日语,shirataki,,0,食材,1.295695677734037e-08,8.615987683165541e-10,115.0,0,1
韩语,togarashi,,0,调味品,1.2826862809995582e-08,8.635369035768829e-10,134.0,0,1
西班牙语,chimichanga,1970,1,油炸,7.73721296555761e-09,8.819999316155461e-10,68.0,0,1
阿拉伯语,baba ghanoush,1938,1,菜品,1.1781727085998942e-08,9.048744492822832e-10,52.0,1,2
汉语,sesame chicken,,0,菜品,8.228466479615853e-09,9.100890381907355e-10,65.0,0,1
韩语,bibimbap,1977,1,主食,1.8749659729573e-08,9.144146792134171e-10,48.0,0,1
土耳其语,nebbiolo,1788,1,饮品,1.0509260636329794e-08,9.177578344568281e-10,92.0,0,1
意大利语,panzanella,,0,沙拉,1.2672309297150667e-08,9.342647343227946e-10,81.0,0,1
日语,onigiri,,0,主食,1.4457284195198588e-08,9.536815829727076e-10,87.0,0,1
纳瓦特尔语,agua fresca,1958,1,饮品,6.451011915130169e-09,9.704632193398791e-10,193.0,0,1
韩语,rayu,,0,调味品,1.4256774935209445e-08,9.710935334581911e-10,213.0,0,1
德语,lebkuchen,,0,甜品,5.543517238502739e-09,9.851157469315602e-10,161.0,0,1
德语,kartoffel,,0,主食,3.7502603086484305e-09,1.0191219171983975e-09,197.0,0,1
韩语,bulgogi,,0,肉类,1.3118433958173422e-08,1.0281777488506635e-09,62.0,0,1
土耳其语,bellini,1956,1,饮品,5.548487701036361e-09,1.0402929399590682e-09,201.0,0,1
日语,tonkatsu,,0,油炸,1.0750248310590192e-08,1.0461097072174403e-09,84.0,0,1
意大利语,bresaola,,0,肉类,1.1669658890005913e-08,1.058297030921475e-09,77.0,0,1
阿拉伯语,dukkah,1847,1,调味品,2.506127749768439e-08,1.0670113794448584e-09,155.0,0,1
印地语/乌尔都语,zarda,,0,咀嚼品,5.647638991389061e-09,1.075158472394346e-09,169.0,0,1
印地语/乌尔都语,jalebi,,0,甜品,9.555598915308598e-09,1.1006449642852222e-09,164.0,0,1
纳瓦特尔语,açaí,,0,水果,2.004211552275592e-08,1.1154977011552407e-09,71.0,0,1
印地语/乌尔都语,khoya,,0,乳制品,8.394364758856911e-09,1.1199577867575744e-09,150.0,0,1
汉语,jiaozi,,0,饺子,8.06653137936613e-09,1.1316593555395746e-09,68.0,0,1
韩语,daidai,,0,水果,1.0293275898298761e-08,1.1501951930874139e-09,169.0,0,1
意大利语,arancini,1948,1,油炸,1.990608224287728e-08,1.1522335362696782e-09,128.0,0,1
汉语,hot and sour soup,,0,汤,9.034630567482184e-09,1.161888441549084e-09,65.0,0,1
日语,amazake,,0,饮品,1.1996943502115951e-08,1.1826479845273443e-09,142.0,0,1
印地语/乌尔都语,barfi,,0,甜品,7.826869311397137e-09,1.187584641080556e-09,207.0,0,1
韩语,gochujang,1966,1,调味品,3.0134409811921623e-08,1.1961464429307182e-09,38.0,0,1
土耳其语,vernaccia,,0,饮品,3.079142084162965e-09,1.211761803883824e-09,212.0,0,1
印地语/乌尔都语,appam,,0,主食,7.52021993883594e-09,1.287686625680478e-09,207.0,0,1
土耳其语,baijiu,,0,饮品,2.7913935385370792e-08,1.2910230337958344e-09,55.0,0,1
阿拉伯语,tabouli,1939,1,沙拉,1.117463911880025e-08,1.3318650922314875e-09,82.0,0,1
印地语/乌尔都语,pongal,,0,主食,5.626117698704596e-09,1.472612496712131e-09,179.0,0,1
纳瓦特尔语,tepache,,0,饮品,2.0097195510945402e-08,1.4834656149588294e-09,174.0,0,1
法语,pain au chocolat,,0,烘焙,2.1285573684589772e-08,1.5445897927554526e-09,79.0,0,1
日语,gyoza,1963,1,点心,2.019741846786311e-08,1.673765851065771e-09,85.0,0,1
土耳其语,choya,,0,饮品,1.1084384227937657e-08,1.709511472676799e-09,195.0,0,1
印地语/乌尔都语,kulfi,,0,甜品,1.5398480332099292e-08,1.7505429532923324e-09,150.0,0,1
土耳其语,pinot grigio,1971,1,饮品,2.46550475273872e-08,1.7717128614374391e-09,63.0,0,1
阿拉伯语,kibbeh,1829,1,菜品,2.2015614981845443e-08,1.8566796606517678e-09,146.0,0,1
阿拉伯语,shawarma,1953,1,肉类,3.1151812304334014e-08,1.8662630634430277e-09,61.0,1,2
印地语/乌尔都语,bhel,,0,小吃,1.0088224922100153e-08,1.874802147483129e-09,216.0,0,1
土耳其语,sangiovese,1943,1,饮品,2.140916079339052e-08,1.927202105184783e-09,91.0,0,1
印地语/乌尔都语,saag,,0,蔬菜,1.6962887221844928e-08,2.024792589935877e-09,216.0,0,1
日语,konnyaku,,0,食材,8.189263235790025e-09,2.029513317372526e-09,133.0,0,1
韩语,ssam,,0,吃法,5.419655486298731e-09,2.0425142397463704e-09,221.0,0,1
阿拉伯语,za'atar,1917,1,调味品,4.920924290274797e-08,2.120393738752488e-09,96.0,0,1
韩语,hijiki,,0,食材,1.6964123819970415e-08,2.1385163441952773e-09,144.0,0,1
西班牙语,churro,1929,1,甜品,1.7341544200633052e-08,2.1447979145754233e-09,167.0,0,1
西班牙语,pico de gallo,1958,1,调味品,3.1008995752098856e-08,2.160583813369302e-09,90.0,0,1
西班牙语,sofrito,1913,1,烹饪法,2.4349146952675127e-08,2.1668095172368427e-09,91.0,0,1
纳瓦特尔语,horchata,1824,1,饮品,1.7951569373865694e-08,2.167166594114186e-09,164.0,0,1
纳瓦特尔语,pepita,1942,1,食材,6.062967794484564e-09,2.192744214999271e-09,219.0,0,1
波斯语,dolma,1889,1,菜品,1.1372681463228672e-08,2.2062919126083328e-09,208.0,1,2
汉语,lo mein,1941,1,面食,2.5807944733661052e-08,2.225658238689253e-09,101.0,0,1
印地语/乌尔都语,avial,,0,菜品,1.2167622845790253e-08,2.226034875192847e-09,215.0,0,1
意大利语,limoncello,,0,饮品,3.9247791048881356e-08,2.3511906756736892e-09,131.0,1,2
法语,macaron,1993,1,甜品,3.5910622031565254e-08,2.44919483823767e-09,213.0,0,1
德语,spaetzle,1933,1,面食,2.2094595359638854e-08,2.533528975597883e-09,132.0,0,1
韩语,chili oil,,0,调味品,2.166900259226168e-08,2.685779062700076e-09,75.0,0,1
印地语/乌尔都语,sharbat,,0,饮品,6.730825230505388e-09,2.6898983911383693e-09,212.0,0,1
韩语,arame,,0,食材,1.923612862648432e-08,2.707850162790206e-09,219.0,0,1
日语,manju,,0,甜品,8.965993598358019e-09,2.745074928128072e-09,196.0,0,1
日语,yakitori,1962,1,烧烤,2.061223763100933e-08,2.790535092337321e-09,96.0,0,1
印地语/乌尔都语,vindaloo,1888,1,菜品,2.941800022629845e-08,2.8810374449773964e-09,102.0,0,1
印地语/乌尔都语,kheer,,0,甜品,2.2173014535553648e-08,2.927513131877663e-09,196.0,0,1
西班牙语,dulce de leche,1900,1,甜品,4.274539985463629e-08,2.9552402683680003e-09,133.0,0,1
韩语,mikan,,0,水果,1.612538815175059e-08,3.0000142762538404e-09,198.0,0,1
土耳其语,tzatziki,1960,1,调味品,4.9200291333103714e-08,3.011462524693122e-09,61.0,0,1
西班牙语,empanada,1866,1,烘焙,2.7630748736636893e-08,3.0177326844977743e-09,183.0,0,1
印地语/乌尔都语,korma,1832,1,菜品,3.187951033315325e-08,3.070637507312219e-09,165.0,0,1
汉语,kung pao,1976,1,烹饪法,1.4993062283760346e-08,3.090751824996317e-09,133.0,0,1
波斯语,samosa,1932,1,小吃,3.588577054561678e-08,3.1031578125173846e-09,186.0,1,2
纳瓦特尔语,masato,,0,饮品,2.5872152166682228e-08,3.137394588332405e-09,199.0,0,1
日语,kanten,,0,食材,1.2308131625005105e-08,3.140017685153439e-09,205.0,1,2
土耳其语,plum wine,,0,饮品,1.816416604429248e-08,3.215645740031433e-09,186.0,0,1
韩语,calamondin,1890,1,水果,1.3628125358370164e-08,3.272965499298705e-09,133.0,0,1
阿拉伯语,mezze,,0,小菜,3.066004999092391e-08,3.280355655184918e-09,220.0,0,1
日语,yuzu,1977,1,水果,4.342056619017448e-08,3.305207492558688e-09,161.0,1,2
西班牙语,fajita,1971,1,菜品,3.306652881665936e-08,3.315839556177433e-09,189.0,0,1
印地语/乌尔都语,rasam,,0,汤,1.3891715333613774e-08,3.5449764215328592e-09,221.0,0,1
意大利语,osso buco,1908,1,菜品,3.085060613321795e-08,3.574781058752102e-09,109.0,0,1
韩语,doncha,,0,饮品,2.0715020048507023e-08,3.664391995463697e-09,153.0,0,1
日语,yuba,,1,食材,4.297493611764887e-08,3.740296138921735e-09,194.0,0,1
土耳其语,prosecco,1881,1,饮品,7.690817227512525e-08,3.785262265292413e-09,176.0,0,1
阿拉伯语,tabbouleh,1939,1,沙拉,4.296807430494352e-08,3.809570784984912e-09,73.0,1,2
意大利语,calzone,1933,1,烘焙,3.0784812921069715e-08,3.855065467590706e-09,199.0,0,1
西班牙语,salsa verde,1933,1,调味品,5.218229201123645e-08,3.8758669557301895e-09,102.0,0,1
纳瓦特尔语,pozole,,1,汤,1.7701618202993685e-08,4.047497303261245e-09,167.0,0,1
法语,flambé,,0,烹饪法,2.7704340662840617e-08,4.1469403169136174e-09,212.0,0,1
韩语,soju,1951,1,饮品,4.8629431275466166e-08,4.256751015165329e-09,218.0,0,1
意大利语,zabaglione,1899,1,甜品,2.2399075863940458e-08,4.353162859664786e-09,144.0,0,1
德语,sauerbraten,1889,1,菜品,1.6812856376954447e-08,4.3684506777694734e-09,157.0,0,1
德语,kuchen,1854,1,烘焙,1.3816205195788761e-08,4.442172311991207e-09,216.0,0,1
西班牙语,mojito,1934,1,饮品,7.157111576410508e-08,4.447499968922009e-09,103.0,0,1
印地语/乌尔都语,idli,,0,主食,3.066850950972366e-08,4.498643663077045e-09,221.0,0,1
日语,matcha,1881,1,饮品,1.0142020911985129e-07,4.56760999865404e-09,208.0,0,1
印地语/乌尔都语,raita,,0,调味品,4.673499377970204e-08,4.604910164908235e-09,209.0,0,1
德语,streusel,1909,1,烘焙,5.5941264573026023e-08,4.803602424156002e-09,138.0,0,1
德语,pilsner,1868,1,饮品,5.807548372363921e-08,4.934151379792322e-09,158.0,0,1
土耳其语,shish kebab,1913,1,肉类,2.2472257705479544e-08,4.975837570078393e-09,126.0,0,1
西班牙语,quesadilla,1848,1,主食,5.4984754781019415e-08,5.017464077026024e-09,123.0,0,1
法语,crème brûlée,,0,甜品,8.422565502184757e-08,5.134837638813738e-09,119.0,0,1
波斯语,biryani,,0,主食,6.990105408785244e-08,5.241263798802126e-09,127.0,1,2
意大利语,ciabatta,1985,1,烘焙,7.701058381469141e-08,5.267273623931326e-09,153.0,0,1
土耳其语,awamori,,0,饮品,2.7221806776976465e-08,5.397986003056485e-09,150.0,0,1
日语,wakame,1950,1,食材,4.5263479060102854e-08,5.4650107965544674e-09,141.0,1,2
土耳其语,shochu,,0,饮品,4.025258044342601e-08,5.539484988036704e-09,152.0,0,1
阿拉伯语,cedrat,,0,水果,2.1324217502893816e-08,5.545995221309477e-09,221.0,0,1
印地语/乌尔都语,halwa,,0,甜品,2.7671357776577162e-08,5.6481816134138465e-09,209.0,0,1
纳瓦特尔语,habanero,1972,1,调味品,6.357428310772257e-08,5.8695127232899046e-09,157.0,1,2
德语,dunkel,,0,饮品,2.0615998305320967e-08,5.953310437249448e-09,219.0,0,1
印地语/乌尔都语,achar,,0,调味品,2.0338511319550893e-08,5.9775891407613905e-09,221.0,0,1
波斯语,halva,1846,1,甜品,3.0844605599814456e-08,6.064125500294687e-09,206.0,1,3
阿拉伯语,harissa,1970,1,调味品,1.0818675783801675e-07,6.206535010334396e-09,136.0,0,1
日语,bento,,0,便当,6.479808994137266e-08,6.243072960987914e-09,216.0,0,1
土耳其语,sambuca,,0,饮品,1.7355550139898568e-08,6.5167625927050124e-09,221.0,0,1
意大利语,chianti,1833,1,饮品,1.9412440290165837e-08,6.619408343242907e-09,187.0,1,2
意大利语,amaretto,1873,1,饮品,6.12596855782093e-08,6.643657525620815e-09,136.0,1,2
汉语,egg roll,1934,1,点心,4.2827967965714774e-08,6.666030455138049e-09,167.0,0,1
土耳其语,moussaka,1862,1,菜品,4.9068557217424313e-08,6.680715936477017e-09,121.0,0,1
韩语,perilla oil,,0,调味品,7.65493461634443e-08,6.706623000855644e-09,141.0,0,1
日语,panko,1970,1,食材,1.3679465788689932e-07,6.9166775414336735e-09,144.0,0,1
日语,miso soup,1615,1,汤,6.183297886406893e-08,7.039395286260283e-09,153.0,0,1
阿拉伯语,Turkish delight,1864,1,甜品,3.4335485819627006e-08,7.076973167248003e-09,168.0,1,2
法语,éclair,,0,甜品,6.99311217187772e-08,7.3024904053610095e-09,221.0,0,1
意大利语,bruschetta,1954,1,开胃菜,8.697800828778262e-08,7.336486213698486e-09,99.0,0,1
荷兰语,cruller,1801,1,甜品,2.02827372675074e-08,7.377097664255648e-09,217.0,0,1
意大利语,cannoli,1925,1,甜品,8.166283395537125e-08,7.477409398388784e-09,219.0,0,1
